Hora de inicio,Número de ordeño,Duración (mm:ss),Producción (kg),Intervalo de ordeño (hh:mm),Duracion de Incremento,Duracion de Decremento,Tiempo de Incremento,Tiempo de Decremento,Ubre,Pezón,Destino Leche,Razón de la desviación,Programa de lavado,MS,Usuario,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario,Num Lactacion
19/05/2025 10:31,2,05:58,9.7,09:05,2.59,2.33,1.54,3.24,0,,Tanque,,,VMS 3,,Condición corpo,02/08/2003 00:00,Condición corporal: 3.87 - DDUP: 300,Admin,BCS Camera,1
20/05/2025 02:25,1,10:25,18.36,15:47,4.84,4.35,2.85,6.32,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/07/2031 00:00,Primerizas-ProduccionLeche ->,User1,,1
20/05/2025 11:00,2,06:27,9.5,08:24,2.53,2.28,1.56,3.13,0,,Tanque,,,VMS 3,,Condición corpo,02/07/2031 00:00,Condición corporal: 3.25 - DDUP: 297,User1,,1
20/05/2025 18:33,3,08:38,8.39,07:26,2.18,1.93,1.46,2.82,0,,Tanque,,,VMS 3,,Secado,02/07/2031 00:00,Dry Off,User1,"SE SECO CON 297 DEL, 20.85 LITROS, 154 DCC. QUEDO GESTANTE EN LA 3 INSEM",1
21/05/2025 03:43,1,08:22,11.7,09:01,3.09,2.93,1.81,3.87,0,,Tanque,,,VMS 3,,Cambio de grup,02/07/2031 00:00,"3, VMS 3 -> 100, SECAS",User1,,1
21/05/2025 19:47,2,13:15,7.95,15:54,4.2,3.75,0,0,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2031 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,1
22/05/2025 00:25,1,06:30,13.9,04:24,1.79,1.7,3.06,7.35,0,"TI,TD",Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2031 00:00,"Dns: Secado por baja; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1
d 1X4pcs",User1,,1
22/05/2025 14:54,2,06:57,13.4,14:22,3.79,3.47,1.79,4.35,1,TI,Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2031 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,1
23/05/2025 02:18,1,08:07,10.32,11:17,2.97,2.69,1.12,3.54,1,,Tanque,,,VMS 3,,Condición corpo,02/07/2031 00:00,Condición corporal: 3.87 - DDUP: 297,Admin,BCS Camera,1
23/05/2025 14:00,2,07:17,12.7,11:32,3.55,3.27,1.43,4.45,1,,Tanque,,,VMS 3,,Control de Gest,02/07/2031 00:00,+,User1,CARGADA DE 154 DCC,1
24/05/2025 02:37,1,07:20,14.15,12:30,3.92,3.53,1.82,4.88,1,,Tanque,,,VMS 3,,Invitación Visita,02/07/2031 00:00,"31/07/2025, Reconfirmacion 2 (150-
160 dias)",DR  RAFA (,,1
24/05/2025 14:26,2,07:14,13.43,11:41,3.7,3.28,1.94,4.51,1,,Tanque,,,VMS 3,,Cambio de grup,02/07/2030 00:00,"1, VMS 1 -> 3, VMS 3",User1,,1
25/05/2025 01:52,1,08:07,12.62,11:19,3.34,3.07,1.88,4.33,1,,Tanque,,,VMS 3,,Control de Gest,02/05/2029 00:00,+,User1,cargada de 91,1
25/05/2025 12:52,2,08:10,12.58,10:51,3.29,3.1,1.86,4.33,0,,Tanque,,,VMS 3,,Invitación Visita,02/05/2029 00:00,"29/05/2025, Reconfirmacion 1 (90-
110 dias)",DR  RAFA (,,1
26/05/2025 11:54,1,09:09,19.14,22:54,4.35,4.55,3.06,7.18,1,,Tanque,,,VMS 3,,Control de Gest,02/04/2017 00:00,+,DelproClien,,1
27/05/2025 02:07,1,06:37,10.75,14:03,2.71,2.63,1.65,3.76,0,,Tanque,,,VMS 3,,Cambio de grup,02/04/2007 00:00,"2, VMS 2 -> 1, VMS 1",User1,,1
27/05/2025 11:27,2,07:14,9.47,09:13,2.53,2.32,1.31,3.31,0,,Tanque,,,VMS 3,,Inseminación,02/02/2027 00:00,"Effective Insemination Artificial Insemination; HO84m3212874372;
COOKIECUTTER HOKYSMOKES;
Unknown Brand; MVZ. GUADALUPE LOPEZ",MVZ. GUA,UTERO TUR,1
27/05/2025 18:56,3,08:17,8.12,07:21,2.17,1.95,1.24,2.76,0,,Tanque,,,VMS 3,,Celo,02/02/2027 00:00,Herd Navigator,MVZ. GUA,,1
28/05/2025 03:28,1,07:13,9.61,08:23,2.51,2.38,1.46,3.26,0,,Tanque,,,VMS 3,,Inseminación,02/02/2017 00:00,"Artificial Insemination; 8403207410750; ROMELU-ET;
Unknown Brand; Roma",Roma,ML SEXADO,1
28/05/2025 15:56,2,09:43,14.36,12:20,3.86,3.44,2.17,4.89,0,,Tanque,,,VMS 3,,Celo,02/02/2017 00:00,Herd Navigator,Roma,,1
28/05/2025 23:21,3,07:20,8.11,07:15,2.29,1.94,1.25,2.63,0,,Tanque,,,VMS 3,,Celo,02/02/2008 00:00,Herd Navigator,DelproClien,PASO CALOR,1
29/05/2025 07:58,1,07:58,11.66,08:30,3.18,2.87,1.81,3.8,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/02/2004 00:00,Dns: Vacia; Loc.: DD; Trat: PG2; Med:,User1,,1
29/05/2025 16:10,2,09:43,10.38,08:04,2.62,2.57,1.71,3.48,0,,Tanque,,,VMS 3,,Control de Gest,02/01/2030 00:00,-,User1,vacia de 34 post. insem,1
30/05/2025 05:56,1,07:49,16.68,13:36,4.55,3.97,2.56,5.6,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/01/2026 00:00,primerizas-DEL -> Primerizas- ProduccionLeche,Admin,,1
30/05/2025 20:26,2,10:30,15.16,14:22,4.76,4.28,0,6.12,0,,Tanque,,,VMS 3,,Inseminación,02/12/2027 00:00,"Artificial Insemination; 8403214541122; HAYK; Unknown
Brand; Roma",Roma,ML TUR SEXADO,1
31/05/2025 08:32,1,06:52,15.98,11:54,3.93,3.71,3.14,5.2,0,,Tanque,,,VMS 3,,Celo,02/12/2027 00:00,Herd Navigator,Roma,,1
31/05/2025 18:06,2,05:35,8.09,09:27,2.17,2.18,0.72,3.02,0,,Tanque,,,VMS 3,,Celo,02/12/2005 00:00,Herd Navigator,DelproClien,no le toca 59 dias de parida,1
01/06/2025 03:14,1,06:48,9.5,09:02,2.68,2.5,0.84,3.48,0,,Tanque,,,VMS 3,,Celo,02/11/2005 00:00,Herd Navigator,DelproClien,ni letoca,1
01/06/2025 11:49,2,07:14,9.17,08:28,2.65,2.31,0.92,3.29,0,,Tanque,,,VMS 3,,Celo,02/11/2005 00:00,Herd Navigator,DelproClien,no letoca,1
01/06/2025 19:36,3,07:44,8.86,07:40,2.4,2.22,0.94,3.3,0,,Tanque,,,VMS 3,,Cambio de grup,02/11/2004 00:00,"3, VMS 3 -> 2, VMS 2",User1,,1
02/06/2025 03:49,1,06:18,10.97,08:04,3.02,2.77,1.25,3.93,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/10/2019 00:00,Dns: Limpiando; Loc.: DD; Trat: ; Med:,User1,,1
02/06/2025 17:04,2,08:04,16.52,13:08,4.34,4.12,2.31,5.75,0,,Tanque,,,VMS 3,,Invitación Visita,02/10/2017 00:00,"17/10/2024, Vacas frescas",DR  RAFA (,,1
03/06/2025 02:56,1,06:40,11.28,09:44,2.87,2.73,1.86,3.82,0,,Tanque,,,VMS 3,,Invitación Visita,02/10/2010 00:00,"10/10/2024, Vacas frescas",DR  RAFA (,,1
03/06/2025 18:02,2,07:47,15.19,14:59,4.84,4.39,0,5.96,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/10/2008 00:00,None -> primerizas-DEL,Admin,,1
03/06/2025 23:05,3,03:48,7.75,04:54,1.55,1.37,2.94,1.89,0,TI,Tanque,,,VMS 3,,Cambio de grup,02/10/2007 00:00,"20, RETO -> 3, VMS 3",Jorge,,1
04/06/2025 08:23,1,04:55,10.88,09:14,3.07,2.66,1.37,3.78,0,,Tanque,,,VMS 3,,Parto,02/10/2007 00:00,Normal; 7518,Jorge,ATENDIO JORGE COCHENE,1
05/06/2025 02:53,1,08:04,19.03,18:24,5.04,4.59,2.94,6.46,0,,Tanque,,,VMS 3,,Cambio ID Tran,02/09/2026 00:00,-> 982000464364527,,,0
05/06/2025 12:25,2,06:02,6.64,09:23,1.88,1.69,0.94,2.13,0,,Tanque,,,VMS 3,,Condición corpo,02/09/2026 00:00,Condición corporal: 3.75 - DDUP: 0,DelproClien,,0
06/06/2025 01:20,1,08:14,12.72,12:48,3.42,3.06,1.79,4.45,0,,Tanque,,,VMS 3,,Cambio de grup,02/09/2026 00:00,"100, SECAS -> 20, RETO",DelproClien,,0
06/06/2025 14:04,2,08:40,15.65,12:35,4.24,3.76,2.28,5.37,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/09/2026 00:00,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,DelproClien,6110,0
07/06/2025 00:13,1,06:12,11.99,10:00,3.14,2.95,1.81,4.09,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/09/2026 00:00,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med:",DelproClien,,0
07/06/2025 19:05,2,09:01,21,18:46,5.44,5.04,3.34,7.18,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/09/2026 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",DelproClien,,0
08/06/2025 10:06,1,05:35,13.02,14:51,3.35,3.24,1.92,4.51,0,,Tanque,,,VMS 3,,Cambio de grup,02/07/2030 00:00,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,,0
08/06/2025 23:49,2,07:35,12.62,13:38,3.08,2.95,2.19,4.4,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2030 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,0
09/06/2025 10:43,1,07:09,13.28,10:45,3.36,3.28,2.06,4.58,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2030 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,0
10/06/2025 06:44,1,11:14,18.35,19:54,5.73,4.76,0,7.86,0,,Tanque,,,VMS 3,,Control de Gest,02/07/2025 00:00,+,User1,,0
10/06/2025 12:55,2,05:03,8.39,05:59,1.63,1.38,3.44,1.94,0,,Tanque,,,VMS 3,,Control de Gest,02/07/2018 00:00,+,User1,,0
11/06/2025 11:09,1,06:58,16.09,22:09,4.77,4.24,1.24,5.84,1,,Tanque,,,VMS 3,,Control de Gest,02/07/2011 00:00,+,User1,,0
11/06/2025 19:35,2,08:11,7.21,08:18,2.07,1.9,0.61,2.63,1,TI,Tanque,,,VMS 3,,Control de Gest,02/06/2006 00:00,+,User1,,0
12/06/2025 07:54,1,07:23,13.02,12:11,3.83,3.46,0.92,4.81,0,,Tanque,,,VMS 3,,Invitación Visita,02/06/2006 00:00,Reconfirmacion 2 (150-160 dias),DR  RAFA (,,0
12/06/2025 18:28,2,07:50,12.39,10:27,3.59,3.08,1.38,4.34,0,,Tanque,,,VMS 3,,Control de Gest,02/04/2011 00:00,+,User1,,0
13/06/2025 11:55,1,07:56,19.66,17:18,5.55,4.81,2.6,6.7,1,,Tanque,,,VMS 3,,Invitación Visita,02/04/2011 00:00,Reconfirmacion 1 (90-110 dias),DR  RAFA (,,0
14/06/2025 11:26,1,08:11,22.62,23:23,5.4,5.55,3.41,8.26,1,,Tanque,,,VMS 3,,Control de Gest,02/02/2022 00:00,+,User1,,0
15/06/2025 08:59,1,08:04,19.17,21:25,5.24,4.58,2.77,6.58,1,,Tanque,,,VMS 3,,Invitación Visita,02/02/2022 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
15/06/2025 19:33,2,07:40,9.37,10:25,2.47,2.25,1.44,3.21,0,,Tanque,,,VMS 3,,Invitación Visita,02/02/2022 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
16/06/2025 04:26,1,05:37,9.59,08:45,2.29,2.41,1.42,3.47,0,,Tanque,,,VMS 3,,Inseminación,02/01/2007 00:00,"Effective Insemination Artificial Insemination; Reg.
71631ASO; JAY; Unknown Brand; Matías",Matías,,0
16/06/2025 14:58,2,06:59,13.37,10:26,3.93,3.2,1.85,4.39,0,,Tanque,,,VMS 3,,Celo,02/01/2007 00:00,Se deja montar,Matías,,0
16/06/2025 23:54,1,09:02,8.8,08:48,2.74,2.53,0,3.53,0,,Tanque,,,VMS 3,,Inseminación,02/12/2019 00:00,"Artificial Insemination; HO8403215568705; MONRAKER;
Unknown Brand; Matías",Matías,,0
17/06/2025 18:43,2,08:14,21.3,18:40,5.68,5.29,2.98,7.35,1,,Tanque,,,VMS 3,,Celo,02/12/2019 00:00,Se deja montar,Matías,,0
18/06/2025 11:37,1,07:21,15.9,16:45,4.41,4.01,1.77,5.71,1,,Tanque,,,VMS 3,,Peso,02/12/2006 00:00,404 kg,DelproClien,Talla: 143 cm,0
01/01/2025 09:21,1,07:18,18.58,13:15,4.27,3.5,5.26,5.55,0,,Tanque,,,VMS 3,,Inseminación,02/11/2027 00:00,"Artificial Insemination; 8403205704083; LEXUS; Unknown
Brand; Matías",Matías,,0
01/01/2025 19:06,2,05:57,13.17,09:37,3.26,2.65,3.4,3.86,0,,Tanque,,,VMS 3,,Celo,02/11/2027 00:00,Se deja montar,Matías,,0
02/01/2025 08:13,1,07:30,18.36,13:01,4.12,3.38,5.23,5.63,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/11/2009 00:00,Dns: Presynch; Loc.: DD; Trat: PG2; Med:,DelproClien,,0
03/01/2025 01:07,1,08:34,21.37,16:46,5.07,3.87,6,6.43,1,,Tanque,,,VMS 3,,Invitación Visita,02/10/2026 00:00,PG1 Becerras (edad en dias 400- 407),DR  RAFA (,,0
03/01/2025 11:34,2,06:06,14.63,10:18,3.46,2.69,4.11,4.37,0,,Tanque,,,VMS 3,,Peso,02/06/2029 00:00,253 kg,User1,altura de 128.6,0
04/01/2025 03:22,1,08:05,22.7,15:42,5.16,4.59,6.17,6.78,0,,Tanque,,,VMS 3,,Entrada,02/09/2015 00:00,Nacimiento,DelproClien,,0
04/01/2025 11:48,2,05:37,11.5,08:17,2.73,2.39,3.01,3.37,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/07/2025 00:00,Multiparas-ProduccionLeche ->,User1,,4
04/01/2025 19:24,3,05:08,9.92,07:29,2.27,1.91,2.78,2.96,0,,Tanque,,,VMS 3,,Cambio de grup,02/07/2025 00:00,"3, VMS 3 -> 100, SECAS",User1,,4
05/01/2025 05:32,1,06:45,15.19,10:03,3.61,3.1,3.99,4.49,0,,Tanque,,,VMS 3,,Secado,02/07/2025 00:00,Dry Off,Roma,,4
05/01/2025 16:06,2,07:14,16.13,10:27,3.63,3.44,4.35,4.71,0,,Tanque,,,VMS 3,,Condición corpo,02/07/2025 00:00,Condición corporal: 3.25 - DDUP: 271,User1,,4
05/01/2025 23:31,3,05:09,8.98,07:16,2.17,1.73,2.38,2.7,0,,Tanque,,,VMS 3,,Condición corpo,02/07/2025 00:00,Condición corporal: 3.15 - DDUP: 271,Admin,BCS Camera,4
06/01/2025 18:07,1,10:06,26.4,18:31,5.18,5.47,7.6,8.15,0,,Tanque,,,VMS 3,,Control de Gest,02/07/2024 00:00,+,User1,CARGADA DE 172 DCC,4
07/01/2025 07:09,1,06:46,17.54,12:52,3.61,3.5,4.92,5.51,0,,Tanque,,,VMS 3,,Control de Gest,02/07/2003 00:00,+,User1,CARGADA DE 151,4
07/01/2025 21:31,2,07:20,18.12,14:15,4.2,3.01,5.23,5.68,0,,Tanque,,,VMS 3,,Invitación Visita,02/07/2003 00:00,"03/07/2025, Reconfirmacion 2 (150-
160 dias)",DR  RAFA (,,4
08/01/2025 10:16,1,06:48,16.5,12:37,3.67,3.18,4.58,5.07,0,,Tanque,,,VMS 3,,Cambio de grup,02/06/2016 00:00,"2, VMS 2 -> 3, VMS 3",User1,,4
08/01/2025 18:31,2,05:03,9,08:08,1.93,1.75,2.48,2.84,0,,Tanque,,,VMS 3,,Control de Gest,02/05/2008 00:00,+,User1,cargada de 98,4
09/01/2025 05:26,1,06:39,15.17,10:49,3.07,3.13,4.22,4.75,0,,Tanque,,,VMS 3,,Invitación Visita,02/05/2008 00:00,"08/05/2025, Reconfirmacion 1 (90-
110 dias)",DR  RAFA (,,4
09/01/2025 18:40,2,07:12,18.65,13:07,4.07,3.67,5.2,5.71,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/04/2001 00:00,"Dns: Mastitis clínica; Loc.: DD; Trat: RILEXINE; Med: RILEXINE 3 d
2X1pcs",DelproClien,,4
10/01/2025 10:18,1,08:36,21.25,15:30,4.46,4.08,6.17,6.54,1,,Tanque,,,VMS 3,,Control de Gest,02/03/2027 00:00,+,User1,CARGADA DE 53,4
11/01/2025 01:01,1,07:07,19.04,14:34,3.85,3.92,5.34,5.93,1,,Tanque,,,VMS 3,,Invitación Visita,02/03/2027 00:00,"27/03/2025, Diagnostico de Gestacion (>40 dias insem)",DR  RAFA (,,4
11/01/2025 13:53,2,06:22,16.07,12:44,3.31,3.23,4.39,5.14,1,,Tanque,,,VMS 3,,Cambio de grup,02/02/2010 00:00,"1, VMS 1 -> 2, VMS 2",User1,,4
12/01/2025 09:19,1,08:48,24.23,19:19,4.07,4.7,7.46,8,1,,Tanque,,,VMS 3,,Inseminación,02/02/2002 00:00,"Effective Insemination Artificial Insemination; 8403207410750; ROMELU-ET;
Unknown Brand; Roma",Roma,utero turgente,4
13/01/2025 01:44,1,07:28,19.74,16:16,3.84,4.34,5.45,6.11,1,,Tanque,,,VMS 3,,Celo,02/02/2002 00:00,Herd Navigator,Roma,,4
13/01/2025 17:30,2,07:52,22.14,15:38,4.53,4.7,6.1,6.81,1,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/01/2030 00:00,Dns: Protocolo sincronizacion; Loc.: DD; Trat: RETIRO DEL CIDR; Med:,User1,,4
14/01/2025 07:10,1,07:07,17.57,13:32,3.77,3.22,5.15,5.43,1,,Tanque,,,VMS 3,,Inseminación,02/01/2022 00:00,"Artificial Insemination; 8403214324421; HIGH OOHM;
Unknown Brand; Roma",Roma,ML,4
14/01/2025 17:14,2,09:10,12.57,09:56,2.58,2.66,3.49,3.84,0,,Tanque,,,VMS 3,,Celo,02/01/2022 00:00,Herd Navigator,Roma,,4
15/01/2025 09:17,1,08:11,20.8,15:53,4.46,3.5,6.23,6.61,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/12/2027 00:00,Multiparas-DEL -> Multiparas- ProduccionLeche,Admin,,4
16/01/2025 00:02,1,06:52,16.24,14:36,3.48,2.95,4.72,5.09,1,,Tanque,,,VMS 3,,Invitación Visita,02/11/2028 00:00,"28/11/2024, Vacas frescas",DR  RAFA (,,4
16/01/2025 12:22,2,07:13,15.81,12:12,3.29,3.04,4.74,4.74,1,,Tanque,,,VMS 3,,Invitación Visita,02/11/2021 00:00,"21/11/2024, Vacas frescas",DR  RAFA (,,4
17/01/2025 04:52,1,08:04,19.8,16:22,3.64,3.94,5.84,6.38,1,,Tanque,,,VMS 3,,Cambio de grup,02/11/2014 00:00,"3, VMS 3 -> 1, VMS 1",User1,,4
17/01/2025 16:35,2,05:58,12.62,11:34,2.64,2.55,3.54,3.89,1,,Tanque,,,VMS 3,,Invitación Visita,02/11/2014 00:00,"14/11/2024, Vacas frescas",DR  RAFA (,,4
18/01/2025 07:31,1,08:01,17.76,14:50,3.69,3.47,5.24,5.36,1,,Tanque,,,VMS 3,,Invitación Visita,02/11/2007 00:00,"07/11/2024, Vacas frescas",DR  RAFA (,,4
18/01/2025 15:41,2,06:00,9.55,08:02,1.83,1.99,2.83,2.9,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/11/2005 00:00,Multiparas-ProduccionLeche -> Multiparas-DEL,Admin,,4
19/01/2025 02:36,1,05:51,13.92,10:48,2.88,2.68,3.99,4.37,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/10/2030 00:00,None -> Multiparas- ProduccionLeche,Admin,,4
19/01/2025 09:17,2,04:32,7.99,06:35,1.79,1.56,2.19,2.45,0,,Tanque,,,VMS 3,,Cambio de grup,02/10/2028 00:00,"20, RETO -> 3, VMS 3",User1,,4
19/01/2025 22:31,3,07:12,17.43,13:08,3.46,3.14,5.2,5.63,0,,Tanque,,,VMS 3,,Parto,02/10/2027 00:00,Normal; 108,User1,,4
20/01/2025 08:14,1,06:16,12.22,09:36,2.62,2.24,3.43,3.93,1,,Tanque,,,VMS 3,,Condición corpo,02/10/2004 00:00,Condición corporal: 3.00 - DDUP: 368,User1,,3
21/01/2025 00:35,1,08:09,20.97,16:14,3.57,4.38,6.43,6.59,1,,Tanque,,,VMS 3,,Cambio de grup,02/10/2004 00:00,"100, SECAS -> 20, RETO",User1,,3
21/01/2025 14:44,2,07:14,16.92,14:01,3.52,3.29,4.82,5.29,1,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/10/2004 00:00,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,5343,3
22/01/2025 03:59,1,07:09,14.86,13:07,2.7,2.96,4.32,4.88,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/10/2004 00:00,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med:",User1,,3
22/01/2025 14:17,2,06:17,13.05,10:11,2.82,2.56,3.68,3.99,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/10/2004 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,3
23/01/2025 00:23,1,05:33,11.03,09:59,2.36,1.97,3.13,3.57,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/08/2002 00:00,Dns: Secar; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1 d 1X4pcs,User1,,3
23/01/2025 11:29,2,07:25,15.84,11:00,3.28,2.92,4.72,4.92,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/08/2002 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,3
23/01/2025 23:49,3,06:53,15.65,12:13,3.24,2.79,4.53,5.09,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/08/2002 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,3
24/01/2025 07:32,1,06:28,9.85,07:35,2.19,1.83,2.89,2.94,0,,Tanque,,,VMS 3,,Cambio de grup,02/08/2002 00:00,"102, ESTABLO INICIAL -> 100, SECAS",User1,,3
24/01/2025 17:14,2,06:29,12.61,09:35,2.66,2.26,3.6,4.09,0,,Tanque,,,VMS 3,,Secado,02/08/2002 00:00,Dry Off,Roma,"se seco,con  mastitis 196,con cria de la .2.ins/ se le pusieron 2 tubos de cefa-Safe en cada cuarto",3
25/01/2025 02:10,1,05:44,11.42,08:50,2.33,2.25,3.23,3.61,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/07/2015 00:00,"Dns: Diarrea; Loc.: DD; Trat: DISCURAL; Med: DISCURAL 1 d
1X20ml",DelproClien,,3
25/01/2025 10:03,2,05:26,11.09,07:47,2.38,2.21,3.16,3.34,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/07/2015 00:00,Multiparas-ProduccionLeche ->,DelproClien,,3
26/01/2025 01:23,1,08:08,19.04,15:14,3.84,3.51,5.38,6.31,0,,Tanque,,,VMS 3,,Cambio de grup,02/07/2015 00:00,"3, VMS 3 -> 102, ESTABLO INICIAL",DelproClien,,3
26/01/2025 11:39,2,06:11,12.29,10:08,2.64,2.27,3.43,3.95,0,,Tanque,,,VMS 3,,Control de Gest,02/06/2020 00:00,+,User1,,3
27/01/2025 02:10,1,07:52,17.44,14:23,3.62,3.22,5.11,5.49,0,,Tanque,,,VMS 3,,Invitación Visita,02/06/2020 00:00,Reconfirmacion 2 (150-160 dias),DR  RAFA (,,3
27/01/2025 16:07,2,07:26,18.22,13:49,3.82,3.58,5.14,5.68,1,,Tanque,,,VMS 3,,Control de Gest,02/04/2018 00:00,+,User1,,3
28/01/2025 03:55,1,06:04,14.25,11:40,2.88,2.83,4.52,4.02,0,,Tanque,,,VMS 3,,Cambio tabla ali,02/03/2016 00:00,None -> Multiparas- ProduccionLeche,Admin,,3
28/01/2025 17:42,2,06:34,11.43,13:41,3.46,3.19,4.78,0,0,,Tanque,,,VMS 3,,Cambio de grup,02/03/2014 00:00,"102, ESTABLO INICIAL -> 3, VMS 3",User1,,3
29/01/2025 04:59,1,06:54,8.36,11:10,2.43,2.28,3.65,0,0,,Tanque,,,VMS 3,,Control de Gest,02/03/2007 00:00,+,User1,,3
29/01/2025 08:58,2,05:05,7.94,03:52,0.98,0.91,2.43,3.62,1,TD,Tanque,,,VMS 3,,Invitación Visita,02/03/2007 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,3
30/01/2025 00:56,1,07:13,20.82,15:52,3.7,4.31,6.03,6.78,1,,Tanque,,,VMS 3,,Cambio tabla ali,02/03/2003 00:00,Multiparas-ProduccionLeche ->,DelproClien,,3
30/01/2025 12:04,2,06:44,12.81,11:00,3.14,2.86,4.44,2.37,0,,Tanque,,,VMS 3,,Cambio de grup,02/03/2003 00:00,"2, VMS 2 -> 102, ESTABLO INICIAL",DelproClien,,3
30/01/2025 21:04,3,05:37,9.4,08:53,2.25,2.05,3.14,1.96,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/03/2003 00:00,"Dns: MASTITIS; Loc.: TD; Trat: GENTAVET+NAPZIN+MASTIJET; Med: NAPZIN 3 d 1X30ml, GENTAVET 3 d 1X30ml, MASTIJET 3
d 1X6pcs Intramamario",DelproClien,sefafe +vetalgina,3
31/01/2025 10:33,1,07:28,15.12,13:22,3.63,3.24,5.06,3.19,0,,Tanque,,,VMS 3,,Invitación Visita,02/02/2029 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,3
31/01/2025 17:12,2,06:07,7.21,06:31,1.82,1.33,2.22,1.84,1,,Tanque,,,VMS 3,,Inseminación,02/01/2019 00:00,"Effective Insemination Artificial Insemination;
8403205704083; LEXUS; Unknown
Brand; Roma",Roma,tur,3
01/02/2025 00:29,1,05:33,8.65,07:10,1.96,2.07,2.71,1.91,0,,Tanque,,,VMS 3,,Celo,02/01/2019 00:00,Herd Navigator,Roma,,3
01/02/2025 10:47,2,06:19,13.43,10:12,3,2.97,4.15,3.31,0,,Tanque,,,VMS 3,,Diagnósticos/Tr,02/01/2011 00:00,Dns: Vacia; Loc.: DD; Trat: PG2; Med:,User1,,3
02/02/2025 06:08,1,09:08,22.73,19:15,4.42,4.42,7.69,6.2,1,,Tanque,,,VMS 3,,Control de Gest,02/01/2011 00:00,-,User1,NEGATIVA DE 40 POST. INS.,3
03/02/2025 00:00,1,07:08,16.88,17:42,3.26,3.36,5.25,5.01,1,,Tanque,,,VMS 3,,Invitación Visita,02/01/2011 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,3
03/02/2025 10:10,2,05:16,12.24,10:02,2.69,2.56,3.67,3.32,0,,Tanque,,,VMS 3,,Cambio de grup,02/12/2004 00:00,"3, VMS 3 -> 2, VMS 2",User1,,3
